Date-Time,Total Power
2/1/2017 8:22,15123
2/1/2017 8:22,15161
2/1/2017 8:23,15153
2/1/2017 8:23,15114
2/1/2017 8:24,14925
2/1/2017 8:24,14978
2/1/2017 8:25,14942
2/1/2017 8:25,14976
2/1/2017 8:26,14968
2/1/2017 8:26,14972
2/1/2017 8:27,15004
2/1/2017 8:27,15045
2/1/2017 8:28,15077
2/1/2017 8:28,16411
2/1/2017 8:29,15316
2/1/2017 8:29,15333
2/1/2017 8:30,15248
2/1/2017 8:30,15114
2/1/2017 8:31,16489
2/1/2017 8:31,16406
2/1/2017 8:32,16368
2/1/2017 8:32,16270
2/1/2017 8:33,16249
2/1/2017 8:33,16308
2/1/2017 8:34,16497
2/1/2017 8:34,16337
2/1/2017 8:35,16378
2/1/2017 8:35,16317
2/1/2017 8:36,16343
2/1/2017 8:36,16518
2/1/2017 8:37,16477
2/1/2017 8:37,16534
2/1/2017 8:38,15224
2/1/2017 8:38,15226
2/1/2017 8:39,15203
2/1/2017 8:39,16456
2/1/2017 8:40,16507
2/1/2017 8:40,16583
2/1/2017 8:41,16566
2/1/2017 8:41,16510
2/1/2017 8:42,16547
2/1/2017 8:42,16562
2/1/2017 8:43,16484
2/1/2017 8:43,16473
2/1/2017 8:44,16454
2/1/2017 8:44,16480
2/1/2017 8:45,16439
2/1/2017 8:45,16394
2/1/2017 8:46,16446
2/1/2017 8:46,16405
2/1/2017 8:47,16487
2/1/2017 8:47,16372
2/1/2017 8:48,16357
2/1/2017 8:48,16416
2/1/2017 8:49,16188
2/1/2017 8:49,16160
2/1/2017 8:50,16086
2/1/2017 8:50,16160
2/1/2017 8:51,16225
2/1/2017 8:51,16391
2/1/2017 8:52,16532
2/1/2017 8:52,16352
2/1/2017 8:53,16424
2/1/2017 8:53,16476
2/1/2017 8:54,16461
2/1/2017 8:54,16500
2/1/2017 8:55,16483
2/1/2017 8:55,16465
2/1/2017 8:56,16502
2/1/2017 8:56,16544
2/1/2017 8:57,16414
2/1/2017 8:57,16356
2/1/2017 8:58,16403
2/1/2017 8:58,16324
2/1/2017 8:59,16317
2/1/2017 8:59,16345
2/1/2017 9:00,16209
2/1/2017 9:00,16299
2/1/2017 9:01,16352
2/1/2017 9:01,16333
2/1/2017 9:02,16305
2/1/2017 9:02,16314
2/1/2017 9:03,16282
2/1/2017 9:03,16363
2/1/2017 9:04,16408
2/1/2017 9:04,16403
2/1/2017 9:05,16242
2/1/2017 9:05,16164
2/1/2017 9:06,16086
2/1/2017 9:06,16225
2/1/2017 9:07,16201
2/1/2017 9:07,16199
2/1/2017 9:08,16383
2/1/2017 9:08,16388
2/1/2017 9:09,16362
2/1/2017 9:09,16405
2/1/2017 9:10,16405
2/1/2017 9:10,16423
2/1/2017 9:11,16439
2/1/2017 9:11,16513
2/1/2017 9:12,16520
2/1/2017 9:12,16412
2/1/2017 9:13,16243
2/1/2017 9:13,16193
2/1/2017 9:14,16252
2/1/2017 9:14,16180
2/1/2017 9:15,16151
2/1/2017 9:15,16202
2/1/2017 9:16,16287
2/1/2017 9:16,16346
2/1/2017 9:17,16336
2/1/2017 9:17,16261
2/1/2017 9:18,16239
2/1/2017 9:18,16384
2/1/2017 9:19,16323
2/1/2017 9:19,16260
2/1/2017 9:20,16160
2/1/2017 9:20,16189
2/1/2017 9:21,16044
2/1/2017 9:21,16006
2/1/2017 9:22,16153
2/1/2017 9:22,16080
2/1/2017 9:23,16107
2/1/2017 9:23,16200
2/1/2017 9:24,16249
2/1/2017 9:24,16344
2/1/2017 9:25,16318
2/1/2017 9:25,16330
2/1/2017 9:26,16165
2/1/2017 9:26,16038
2/1/2017 9:27,16035
2/1/2017 9:27,16048
2/1/2017 9:28,16035
2/1/2017 9:28,15963
2/1/2017 9:29,16061
2/1/2017 9:29,16082
2/1/2017 9:30,16039
2/1/2017 9:30,15949
2/1/2017 9:31,16030
2/1/2017 9:31,16079
2/1/2017 9:32,16042
2/1/2017 9:32,16012
2/1/2017 9:33,14886
2/1/2017 9:33,14873
2/1/2017 9:34,14960
2/1/2017 9:34,14986
2/1/2017 9:35,14941
2/1/2017 9:35,14971
2/1/2017 9:36,14995
2/1/2017 9:36,15154
2/1/2017 9:37,15057
2/1/2017 9:37,15157
2/1/2017 9:38,14957
2/1/2017 9:38,14821
2/1/2017 9:39,14817
2/1/2017 9:39,14793
2/1/2017 9:40,14772
2/1/2017 9:40,14731
2/1/2017 9:41,14809
2/1/2017 9:41,14756
2/1/2017 9:42,14823
2/1/2017 9:42,14844
2/1/2017 9:43,14796
2/1/2017 9:43,14857
2/1/2017 9:44,14821
2/1/2017 9:44,14846
2/1/2017 9:45,14816
2/1/2017 9:45,14789
2/1/2017 9:46,14761
2/1/2017 9:46,14768
2/1/2017 9:47,14773
2/1/2017 9:47,14805
2/1/2017 9:48,14749
2/1/2017 9:48,14779
2/1/2017 9:49,14842
2/1/2017 9:49,14978
2/1/2017 9:50,15028
2/1/2017 9:50,14953
2/1/2017 9:51,14945
2/1/2017 9:51,14988
2/1/2017 9:52,14959
2/1/2017 9:52,14785
2/1/2017 9:53,14839
2/1/2017 9:53,16120
2/1/2017 9:54,15078
2/1/2017 9:54,15064
2/1/2017 9:55,15089
2/1/2017 9:55,15139
2/1/2017 9:56,15116
2/1/2017 9:56,15102
2/1/2017 9:57,15122
2/1/2017 9:57,15066
2/1/2017 9:58,15103
2/1/2017 9:58,15099
2/1/2017 9:59,15091
2/1/2017 9:59,15182
2/1/2017 10:00,15121
2/1/2017 10:00,15204
2/1/2017 10:01,15119
2/1/2017 10:01,15101
2/1/2017 10:02,15195
2/1/2017 10:02,15087
2/1/2017 10:03,15101
2/1/2017 10:03,15005
2/1/2017 10:04,15033
2/1/2017 10:04,14902
2/1/2017 10:05,15049
2/1/2017 10:05,15036
2/1/2017 10:06,15048
2/1/2017 10:06,14854
2/1/2017 10:07,14824
2/1/2017 10:07,14878
2/1/2017 10:08,14837
2/1/2017 10:08,14917
2/1/2017 10:09,14888
2/1/2017 10:09,14921
2/1/2017 10:10,14905
2/1/2017 10:10,14918
2/1/2017 10:11,15256
2/1/2017 10:11,14891
2/1/2017 10:12,14954
2/1/2017 10:12,14893
2/1/2017 10:13,14914
2/1/2017 10:13,14893
2/1/2017 10:14,14844
2/1/2017 10:14,14821
2/1/2017 10:15,14900
2/1/2017 10:15,14818
2/1/2017 10:16,14878
2/1/2017 10:16,14854
2/1/2017 10:17,14912
2/1/2017 10:17,14858
2/1/2017 10:18,14942
2/1/2017 10:18,14815
2/1/2017 10:19,14801
2/1/2017 10:19,14879
2/1/2017 10:20,14795
2/1/2017 10:20,14843
2/1/2017 10:21,14821
2/1/2017 10:21,14821
2/1/2017 10:22,14846
2/1/2017 10:22,15042
2/1/2017 10:23,15067
2/1/2017 10:23,15089
2/1/2017 10:24,15155
2/1/2017 10:24,15162
2/1/2017 10:25,15102
2/1/2017 10:25,15236
2/1/2017 10:26,15239
2/1/2017 10:26,15234
2/1/2017 10:27,15226
2/1/2017 10:27,15236
2/1/2017 10:28,15298
2/1/2017 10:28,15245
2/1/2017 10:29,15339
2/1/2017 10:29,15269
2/1/2017 10:30,15243
2/1/2017 10:30,15219
2/1/2017 10:31,15257
2/1/2017 10:31,15408
2/1/2017 10:32,15118
2/1/2017 10:32,15185
2/1/2017 10:33,15123
2/1/2017 10:33,16185
2/1/2017 10:34,15037
2/1/2017 10:34,16270
2/1/2017 10:35,16257
2/1/2017 10:35,16317
2/1/2017 10:36,16244
2/1/2017 10:36,16276
2/1/2017 10:37,16236
2/1/2017 10:37,16251
2/1/2017 10:38,16258
2/1/2017 10:38,16176
2/1/2017 10:39,16230
2/1/2017 10:39,16239
2/1/2017 10:40,14951
2/1/2017 10:40,14982
2/1/2017 10:41,14974
2/1/2017 10:41,15080
2/1/2017 10:42,15032
2/1/2017 10:42,14999
2/1/2017 10:43,15053
2/1/2017 10:43,15051
2/1/2017 10:44,15010
2/1/2017 10:44,14950
2/1/2017 10:45,14937
2/1/2017 10:45,14820
2/1/2017 10:46,14860
2/1/2017 10:46,14806
2/1/2017 10:47,14785
2/1/2017 10:47,14818
2/1/2017 10:48,14823
2/1/2017 10:48,14982
2/1/2017 10:49,14980
2/1/2017 10:49,15112
2/1/2017 10:50,15103
2/1/2017 10:50,15092
2/1/2017 10:51,14946
2/1/2017 10:51,14970
2/1/2017 10:52,14936
2/1/2017 10:52,14914
2/1/2017 10:53,14863
2/1/2017 10:53,15022
2/1/2017 10:54,14872
2/1/2017 10:54,14865
2/1/2017 10:55,14807
2/1/2017 10:55,14797
2/1/2017 10:56,14765
2/1/2017 10:56,14842
2/1/2017 10:57,15040
2/1/2017 10:57,15111
2/1/2017 10:58,15092
2/1/2017 10:58,15123
2/1/2017 10:59,15109
2/1/2017 10:59,15198
2/1/2017 11:00,15170
2/1/2017 11:00,15154
2/1/2017 11:01,15198
2/1/2017 11:01,15229
2/1/2017 11:02,15023
2/1/2017 11:02,15190
2/1/2017 11:03,14955
2/1/2017 11:03,14887
2/1/2017 11:04,14867
2/1/2017 11:04,14947
2/1/2017 11:05,14969
2/1/2017 11:05,14938
2/1/2017 11:06,14912
2/1/2017 11:06,14867
2/1/2017 11:07,14883
2/1/2017 11:07,14823
2/1/2017 11:08,14860
2/1/2017 11:08,16136
2/1/2017 11:09,16090
2/1/2017 11:09,16035
2/1/2017 11:10,14821
2/1/2017 11:10,14874
2/1/2017 11:11,16106
2/1/2017 11:11,16041
2/1/2017 11:12,16103
2/1/2017 11:12,16181
2/1/2017 11:13,16126
2/1/2017 11:13,16158
2/1/2017 11:14,16121
2/1/2017 11:14,16132
2/1/2017 11:15,16026
2/1/2017 11:15,16062
2/1/2017 11:16,16072
2/1/2017 11:16,16082
2/1/2017 11:17,16032
2/1/2017 11:17,16110
2/1/2017 11:18,16050
2/1/2017 11:18,16030
2/1/2017 11:19,16011
2/1/2017 11:19,15844
2/1/2017 11:20,15931
2/1/2017 11:20,15969
2/1/2017 11:21,15987
2/1/2017 11:21,16133
2/1/2017 11:22,16007
2/1/2017 11:22,16065
2/1/2017 11:23,16030
2/1/2017 11:23,15961
2/1/2017 11:24,14999
2/1/2017 11:24,15000
2/1/2017 11:25,14998
2/1/2017 11:25,14819
2/1/2017 11:26,14879
2/1/2017 11:26,14870
2/1/2017 11:27,14836
2/1/2017 11:27,14770
2/1/2017 11:28,16023
2/1/2017 11:28,15968
2/1/2017 11:29,15969
2/1/2017 11:29,16021
2/1/2017 11:30,15977
2/1/2017 11:30,16253
2/1/2017 11:31,16316
2/1/2017 11:31,15983
2/1/2017 11:32,15109
2/1/2017 11:32,15151
2/1/2017 11:33,15068
2/1/2017 11:33,15136
2/1/2017 11:34,15184
2/1/2017 11:34,15167
2/1/2017 11:35,15201
2/1/2017 11:35,15278
2/1/2017 11:36,15213
2/1/2017 11:36,16337
2/1/2017 11:37,16499
2/1/2017 11:37,15560
2/1/2017 11:38,15301
2/1/2017 11:38,16489
2/1/2017 11:39,16620
2/1/2017 11:39,16496
2/1/2017 11:40,16435
2/1/2017 11:40,16448
2/1/2017 11:41,16416
2/1/2017 11:41,16486
2/1/2017 11:42,16426
2/1/2017 11:42,16456
2/1/2017 11:43,16447
2/1/2017 11:43,16470
2/1/2017 11:44,16328
2/1/2017 11:44,16186
2/1/2017 11:45,16184
2/1/2017 11:45,16137
2/1/2017 11:46,16202
2/1/2017 11:46,16109
2/1/2017 11:47,16180
2/1/2017 11:47,16220
2/1/2017 11:48,16376
2/1/2017 11:48,16362
2/1/2017 11:49,16324
2/1/2017 11:49,16425
2/1/2017 11:50,16388
2/1/2017 11:50,16443
2/1/2017 11:51,16395
2/1/2017 11:51,16474
2/1/2017 11:52,16370
2/1/2017 11:52,16330
2/1/2017 11:53,16174
2/1/2017 11:53,16111
2/1/2017 11:54,16222
2/1/2017 11:54,16222
2/1/2017 11:55,16186
2/1/2017 11:55,16303
2/1/2017 11:56,16417
2/1/2017 11:56,16462
2/1/2017 11:57,16458
2/1/2017 11:57,16407
2/1/2017 11:58,16467
2/1/2017 11:58,16478
2/1/2017 11:59,16432
2/1/2017 11:59,16429
2/1/2017 12:00,16450
2/1/2017 12:00,16179
2/1/2017 12:01,16095
2/1/2017 12:01,16068
2/1/2017 12:02,16090
2/1/2017 12:02,16059
2/1/2017 12:03,16101
2/1/2017 12:03,16093
2/1/2017 12:04,16247
2/1/2017 12:04,16223
2/1/2017 12:05,16274
2/1/2017 12:05,16141
2/1/2017 12:06,16185
2/1/2017 12:06,16107
2/1/2017 12:07,16153
2/1/2017 12:07,16053
2/1/2017 12:08,16052
2/1/2017 12:08,16039
2/1/2017 12:09,15965
2/1/2017 12:09,16099
2/1/2017 12:10,16084
2/1/2017 12:10,16063
2/1/2017 12:11,15993
2/1/2017 12:11,16177
2/1/2017 12:12,16168
2/1/2017 12:12,16170
2/1/2017 12:13,16090
2/1/2017 12:13,16041
2/1/2017 12:14,16052
2/1/2017 12:14,16134
2/1/2017 12:15,16073
2/1/2017 12:15,16034
2/1/2017 12:16,16045
2/1/2017 12:16,15994
2/1/2017 12:17,15022
2/1/2017 12:17,15033
2/1/2017 12:18,14808
2/1/2017 12:18,14733
2/1/2017 12:19,15988
2/1/2017 12:19,14770
2/1/2017 12:20,15931
2/1/2017 12:20,15905
2/1/2017 12:21,15937
2/1/2017 12:21,14726
2/1/2017 12:22,15943
2/1/2017 12:22,15942
2/1/2017 12:23,16037
2/1/2017 12:23,15998
2/1/2017 12:24,16061
2/1/2017 12:24,15130
2/1/2017 12:25,15208
2/1/2017 12:25,14952
2/1/2017 12:26,16188
2/1/2017 12:26,16087
2/1/2017 12:27,15941
2/1/2017 12:27,15988
2/1/2017 12:28,15989
2/1/2017 12:28,16003
2/1/2017 12:29,15908
2/1/2017 12:29,15893
2/1/2017 12:30,15884
2/1/2017 12:30,15751
2/1/2017 12:31,15761
2/1/2017 12:31,15969
2/1/2017 12:32,15991
2/1/2017 12:32,16033
2/1/2017 12:33,14782
2/1/2017 12:33,14862
2/1/2017 12:34,16081
2/1/2017 12:34,16065
2/1/2017 12:35,15073
2/1/2017 12:35,15140
2/1/2017 12:36,14977
2/1/2017 12:36,16153
2/1/2017 12:37,16356
2/1/2017 12:37,16188
2/1/2017 12:38,16173
2/1/2017 12:38,16070
2/1/2017 12:39,15965
2/1/2017 12:39,16073
2/1/2017 12:40,16002
2/1/2017 12:40,16036
2/1/2017 12:41,16035
2/1/2017 12:41,16008
2/1/2017 12:42,14803
2/1/2017 12:42,14868
2/1/2017 12:43,15984
2/1/2017 12:43,16101
2/1/2017 12:44,16114
2/1/2017 12:44,16048
2/1/2017 12:45,16016
2/1/2017 12:45,16120
2/1/2017 12:46,16077
2/1/2017 12:46,16146
2/1/2017 12:47,16143
2/1/2017 12:47,16002
2/1/2017 12:48,16076
2/1/2017 12:48,16108
2/1/2017 12:49,16081
2/1/2017 12:49,16172
2/1/2017 12:50,16245
2/1/2017 12:50,15987
2/1/2017 12:51,15202
2/1/2017 12:51,16278
2/1/2017 12:52,16182
2/1/2017 12:52,16227
2/1/2017 12:53,16187
2/1/2017 12:53,15224
2/1/2017 12:54,16187
2/1/2017 12:54,15276
2/1/2017 12:55,16308
2/1/2017 12:55,16383
2/1/2017 12:56,15456
2/1/2017 12:56,16486
2/1/2017 12:57,16572
2/1/2017 12:57,16322
2/1/2017 12:58,16265
2/1/2017 12:58,16121
2/1/2017 12:59,14933
2/1/2017 12:59,14924

